Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,isAlone,AgeBin,FareBin,Sex_male,Sex_female,Embarked_S,Embarked_C,Embarked_Q,Pclass_3,Pclass_1,Pclass_2,Title_Mr,Title_Miss,Title_Master,Title_rare
1,1,male,0.7367606069990709,0,0,0.10662384256907302,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.5199752245277175,0,0,0.03232850970550048,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.7212759368225456,0,0,0.1546146116350023,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,2,male,0.7367606069990709,0,0,0.052207531201429354,S,Mr,1,1,4,2,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.5819139052338185,0,0,0.028312545766928994,S,Mr,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.8606379684112728,0,0,0.10662384256907302,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.03102332142546475,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1,3,female,0.0051099411582533295,2,1,0.0773406383181913,C,Miss,4,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0
0,3,male,0.5819139052338185,0,0,0.034788287617875516,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.5044905543511923,1,2,0.11144299929535881,S,Mr,4,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0
1,2,female,0.3496438525859399,0,0,0.0553869698515964,C,Mr,1,1,1,2,0,1,0,1,0,0,0,1,1,0,0,0
0,3,female,0.33415918240941467,0,0,0.03950704524569702,S,Miss,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
0,1,male,0.612883245586869,0,0,0.20883012480571742,S,Mr,1,1,3,4,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.44255187364509135,1,0,0.028295678718386993,S,Mr,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.33415918240941467,0,0,0.03020326158920845,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1,3,female,0.02446577887890988,0,1,0.04934615689519716,S,Miss,2,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.13285847011458657,5,2,0.1883487087190028,S,Master,8,0,0,4,1,0,1,0,0,1,0,0,0,0,1,0
0,3,male,0.7677299473521214,0,0,0.03232850970550048,S,Mr,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0
1,3,female,0.9690306596469496,0,0,0.038503054261054145,S,Mr,1,1,4,1,0,1,1,0,0,1,0,0,1,0,0,0
1,1,male,0.3806131929389904,1,0,0.3657707827539403,C,Mr,2,0,1,4,1,0,0,1,0,0,1,0,1,0,0,0
1,1,female,0.5354598947042428,1,0,0.361436754471434,S,Mr,2,0,3,4,0,1,1,0,0,0,1,0,1,0,0,0
0,1,male,0.8916073087643234,0,0,0.11927412897557321,C,Mr,1,1,4,3,1,0,0,1,0,0,1,0,1,0,0,0
1,3,male,0.13285847011458657,1,1,0.06385382662328667,S,Master,3,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0
0,3,male,0.3186745122328894,0,0,0.029115738554643292,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.8451532982347476,0,0,0.1224869001264304,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,1,male,1.0,0,0,0.19880708200783068,C,Mr,1,1,4,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.05806401141304815,C,Mr,1,1,1,2,1,0,0,1,0,1,0,0,1,0,0,0
1,1,female,0.8296686280582224,1,0,0.3143162447909931,C,Miss,2,0,4,4,0,1,0,1,0,0,1,0,0,1,0,0
0,3,male,0.3806131929389904,0,0,0.06064105547242948,S,Mr,1,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0
0,1,female,0.3806131929389904,1,2,0.6086193348905091,S,Mr,4,0,1,4,0,1,1,0,0,0,1,0,1,0,0,0
0,3,male,0.36512852276246516,0,0,0.03130765167231561,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.3186745122328894,0,0,0.031123720523929036,Q,Miss,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,3,female,0.32641684732115206,0,0,0.0306385920801496,Q,Miss,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,3,female,0.5664292350572933,0,0,0.038503054261054145,S,Miss,1,1,3,1,0,1,1,0,0,1,0,0,0,1,0,0
1,1,female,0.24125116135026325,0,0,0.34738088068643375,S,Miss,1,1,0,4,0,1,1,0,0,0,1,0,0,1,0,0
0,1,male,0.2722205017033137,1,0,0.43733847291043515,C,Mr,2,0,0,4,1,0,0,1,0,0,1,0,1,0,0,0
1,2,female,0.5044905543511923,0,2,0.10441506240285871,S,Mr,3,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0
1,1,male,0.612883245586869,0,0,0.10662384256907302,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.4270672034685661,0,0,0.09045958771632277,S,Mr,1,1,2,3,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.39609786311551565,0,0,0.22688509548074712,S,Mr,1,1,2,4,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.44255187364509135,0,0,0.031123720523929036,Q,Mr,1,1,2,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1,male,0.550944564880768,0,0,0.10556965203519801,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
1,1,female,0.8296686280582224,1,0,0.23854825795114643,C,Mr,2,0,4,4,0,1,0,1,0,0,1,0,1,0,0,0
0,3,male,0.36512852276246516,0,0,0.030102862490744165,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.7212759368225456,0,0,0.13662630596135292,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
1,2,female,0.5199752245277175,0,0,0.04216762135500063,S,Mr,1,1,3,1,0,1,1,0,0,0,0,1,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.09698552911650145,Q,Mr,1,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0
1,2,female,0.550944564880768,1,0,0.10441506240285871,S,Mr,2,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0
0,3,male,0.48900588417466706,0,0,0.031709248066172764,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.45803654382161657,0,0,0.3754926282564342,S,Miss,1,1,2,4,0,1,1,0,0,0,1,0,0,1,0,0
1,1,female,0.67482192629297,0,1,0.23284237638722405,C,Mr,2,0,4,4,0,1,0,1,0,0,1,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.029032206504721002,C,Mr,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,male,0.6206255806751316,0,0,0.031123720523929036,Q,Mr,1,1,4,0,1,0,0,0,1,1,0,0,1,0,0,0
0,1,male,0.612883245586869,0,0,0.8906572695252339,S,Mr,1,1,3,4,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.5973985754103438,0,0,0.031826514213179044,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.3496438525859399,2,1,0.04618358529357212,S,Mr,4,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0
1,2,female,0.02446577887890988,1,1,0.10441506240285871,S,Miss,3,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.25673583152678847,1,1,0.029032206504721002,C,Mr,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1,3,female,0.32641684732115206,0,2,0.08979012652776291,C,Mr,3,0,1,3,0,1,0,1,0,1,0,0,1,0,0,0
0,3,female,0.45803654382161657,0,0,0.034788287617875516,S,Miss,1,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0
1,2,female,0.10188912976153608,0,2,0.10541905338750157,S,Miss,3,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0
0,1,male,0.6903065964694952,0,0,0.10662384256907302,S,rare,1,1,4,3,1,0,1,0,0,0,1,0,0,0,0,1
1,1,female,0.45803654382161657,0,0,0.42739896216247064,C,Miss,1,1,2,4,0,1,0,1,0,0,1,0,0,1,0,0
0,3,male,0.3806131929389904,0,0,0.058231477109286583,S,Mr,1,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.33415918240941467,0,2,0.1987902149592887,C,Miss,3,0,1,4,0,1,0,1,0,0,1,0,0,1,0,0
1,1,female,0.550944564880768,0,2,0.2851334396385757,S,Miss,3,0,3,4,0,1,1,0,0,0,1,0,0,1,0,0
0,3,female,0.13285847011458657,4,2,0.1255992721788233,S,Miss,7,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0
0,3,female,0.16382781046763706,4,2,0.1255992721788233,S,Miss,7,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0
1,2,male,0.48900588417466706,1,0,0.10441506240285871,S,Mr,2,0,3,3,1,0,1,0,0,0,0,1,1,0,0,0
0,1,male,0.7677299473521214,1,0,0.42739896216247064,C,Mr,2,0,4,4,1,0,0,1,0,0,1,0,1,0,0,0
0,1,male,0.9845153298234748,0,0,0.10441506240285871,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
1,2,female,0.28770517187983896,1,0,0.10441506240285871,S,Mr,2,0,0,3,0,1,1,0,0,0,0,1,1,0,0,0
1,2,male,0.45803654382161657,0,0,0.055671300098447264,C,Mr,1,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0
0,3,male,0.5044905543511923,1,1,0.0824276598391798,S,Mr,3,0,3,2,1,0,1,0,0,1,0,0,1,0,0,0
1,2,male,0.11737379993806132,1,1,0.1475866747425022,S,Master,3,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0
1,1,male,0.25673583152678847,0,2,0.44530333418980395,C,Mr,3,0,0,4,1,0,0,1,0,0,1,0,1,0,0,0
0,2,male,0.41158253329204086,0,0,0.10441506240285871,S,Mr,1,1,2,3,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.0314417848678639,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1,3,male,0.33415918240941467,0,0,0.029015339456179005,C,Mr,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1,3,female,0.33415918240941467,0,0,0.031224119622393326,S,Miss,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
1,1,female,0.7367606069990709,1,0,0.15903217196743094,C,Mr,2,0,4,3,0,1,0,1,0,0,1,0,1,0,0,0
0,1,male,0.612883245586869,0,0,0.9137321951234779,C,Mr,1,1,3,4,1,0,0,1,0,0,1,0,1,0,0,0
1,1,female,0.5973985754103438,1,1,0.3198715277072191,S,Mr,3,0,3,4,0,1,1,0,0,0,1,0,1,0,0,0
1,3,female,0.550944564880768,1,0,0.0698777725311439,S,Mr,2,0,3,2,0,1,1,0,0,1,0,0,1,0,0,0
0,3,male,0.612883245586869,0,0,0.031709248066172764,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.4270672034685661,0,0,0.054215513170715095,S,Mr,1,1,2,2,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.32641684732115206,0,0,0.03232850970550048,S,Miss,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.36512852276246516,2,0,0.09698552911650145,S,Mr,3,0,1,3,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.28770517187983896,0,0,0.031709248066172764,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.44255187364509135,0,4,0.08463644000539412,S,Mr,5,0,2,2,0,1,1,0,0,1,0,0,1,0,0,0
1,3,male,0.48900588417466706,0,0,0.031542183966328186,S,Mr,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2,male,0.9535459894704242,0,0,0.04216762135500063,S,Mr,1,1,4,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,female,0.8141839578816971,2,0,0.20673861078650937,S,Mr,3,0,4,4,0,1,1,0,0,0,1,0,1,0,0,0
1,1,male,0.550944564880768,0,0,0.10597124842905516,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.24125116135026325,0,0,0.03232850970550048,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.28770517187983896,0,0,0.058231477109286583,S,Mr,1,1,0,2,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.5199752245277175,0,0,0.052207531201429354,S,Miss,1,1,3,2,0,1,1,0,0,0,0,1,0,1,0,0
1,1,female,0.5973985754103438,1,0,0.2244923841661462,S,Mr,2,0,3,4,0,1,1,0,0,0,1,0,1,0,0,0
0,3,female,0.32641684732115206,1,0,0.05806401141304815,C,Mr,2,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0
1,3,male,0.48900588417466706,0,0,0.031826514213179044,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.3806131929389904,1,1,0.12047891815714466,S,Miss,3,0,1,3,0,1,1,0,0,0,0,1,0,1,0,0
1,1,female,0.5973985754103438,1,1,0.44530333418980395,C,Mr,3,0,3,4,0,1,0,1,0,0,1,0,1,0,0,0
0,2,male,0.8296686280582224,0,0,0.10441506240285871,S,Mr,1,1,4,3,1,0,1,0,0,0,0,1,1,0,0,0
0,1,male,0.550944564880768,0,0,0.161140553035181,C,Mr,1,1,3,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.034989085814804095,C,Mr,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0
1,1,female,0.2722205017033137,0,2,0.3198715277072191,S,Miss,3,0,0,4,0,1,1,0,0,0,1,0,0,1,0,0
0,2,male,0.7212759368225456,0,0,0.06023945907857233,S,Mr,1,1,4,2,1,0,1,0,0,0,0,1,1,0,0,0
1,1,male,0.9225766491173738,1,1,0.3180643439348619,C,Mr,3,0,4,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.5354598947042428,0,0,0.028613743062321857,S,Mr,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.7986992877051718,1,0,0.3143162447909931,C,Mr,2,0,4,4,0,1,0,1,0,0,1,0,1,0,0,0
0,3,male,0.7212759368225456,0,0,0.029115738554643292,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.32641684732115206,0,2,0.031123720523929036,Q,Miss,3,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,2,male,0.5664292350572933,1,0,0.10441506240285871,S,Mr,2,0,3,3,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.550944564880768,1,1,0.09698552911650145,S,Mr,3,0,3,3,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.4270672034685661,0,0,0.13252680997285912,S,Miss,1,1,2,3,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.7522452771755962,0,0,0.0,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,male,0.7522452771755962,1,0,0.228625614251724,C,Mr,2,0,4,4,1,0,0,1,0,0,1,0,1,0,0,0
1,2,female,0.36512852276246516,2,1,0.10843102634143019,S,Mr,4,0,1,3,0,1,1,0,0,0,0,1,1,0,0,0
0,1,male,0.612883245586869,0,0,0.17027687099543112,S,Mr,1,1,3,4,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.67482192629297,0,0,0.03232850970550048,S,Mr,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,male,0.5354598947042428,0,0,0.10662384256907302,C,Mr,1,1,3,3,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.550944564880768,1,0,0.06244823924478665,S,Mr,2,0,3,2,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.45803654382161657,0,0,0.031709248066172764,S,Mr,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,male,0.41158253329204086,0,0,0.1224869001264304,S,Mr,1,1,2,3,1,0,1,0,0,0,1,0,1,0,0,0
1,2,female,0.33415918240941467,1,2,0.16698056779465165,C,Mr,4,0,1,4,0,1,0,1,0,0,0,1,1,0,0,0
1,1,female,0.612883245586869,0,0,0.6162998659230271,S,Miss,1,1,3,4,0,1,1,0,0,0,1,0,0,1,0,0
0,3,female,0.5973985754103438,1,5,0.1255992721788233,S,Mr,7,0,3,3,0,1,1,0,0,1,0,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.028312545766928994,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.36512852276246516,1,2,0.26103765600714673,S,Miss,4,0,1,4,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.5199752245277175,1,1,0.05782988071542944,S,Mr,3,0,3,2,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.39609786311551565,1,0,0.06465701941100097,S,Mr,2,0,2,2,0,1,1,0,0,1,0,0,1,0,0,0
1,2,female,0.05543511923196036,2,1,0.15662259360428807,S,Miss,4,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0
0,2,male,0.39609786311551565,0,0,0.04216762135500063,S,Mr,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.41158253329204086,1,0,0.05804754596090001,C,Mr,2,0,2,2,1,0,0,1,0,1,0,0,1,0,0,0
1,1,male,0.6438525859399195,1,0,0.21105577202047374,S,Mr,2,0,4,4,1,0,1,0,0,0,1,0,1,0,0,0
1,3,male,0.3031898420563642,1,1,0.0632180995318108,C,Mr,3,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0
0,3,male,0.3186745122328894,0,0,0.031542183966328186,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.3186745122328894,0,0,0.06465701941100097,S,Mr,1,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.938061319293899,0,0,0.12979916726578136,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,2,male,0.876122638587798,0,0,0.04959715464135788,Q,rare,1,1,4,2,1,0,0,0,1,0,0,1,0,0,0,1
1,1,female,0.3186745122328894,0,0,0.31307772151233765,S,Miss,1,1,1,4,0,1,1,0,0,0,1,0,0,1,0,0
0,3,male,0.39609786311551565,0,0,0.031709248066172764,S,Mr,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.031056653926154892,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1,male,1.0,0,0,0.12047891815714466,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.7832146175286466,0,0,0.028329412815470995,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,male,0.48900588417466706,0,0,0.1224869001264304,C,rare,1,1,3,3,1,0,0,1,0,0,1,0,0,0,0,1
0,3,female,0.13285847011458657,3,2,0.11204539388614453,S,Miss,6,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0
1,2,female,0.4270672034685661,0,0,0.052207531201429354,S,Miss,1,1,2,2,0,1,1,0,0,0,0,1,0,1,0,0
0,2,male,0.47352121399814184,1,1,0.10541905338750157,S,Mr,3,0,3,3,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.6283679157633942,0,5,0.15938356881205595,S,Mr,6,0,4,3,0,1,1,0,0,1,0,0,1,0,0,0
0,3,male,0.3806131929389904,1,0,0.06465701941100097,S,Mr,2,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.02446577887890988,3,2,0.11204539388614453,S,Miss,6,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0
1,3,male,0.3806131929389904,0,0,0.22688509548074712,S,Mr,1,1,1,4,1,0,1,0,0,1,0,0,1,0,0,0
1,1,male,0.7367606069990709,1,0,0.30814170023543946,C,Mr,2,0,4,4,1,0,0,1,0,0,1,0,1,0,0,0
1,1,male,0.8606379684112728,0,0,0.14256671981928784,C,rare,1,1,4,3,1,0,0,1,0,0,1,0,0,0,0,1
0,3,male,0.3806131929389904,0,0,0.03032052773621474,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1,3,female,0.3496438525859399,0,0,0.03032052773621474,S,Miss,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
1,2,female,0.2722205017033137,0,1,0.09236717058714423,S,Miss,2,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.3186745122328894,0,0,0.03386782868315493,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
1,3,female,0.32641684732115206,0,0,0.0314417848678639,Q,Miss,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,3,female,0.2722205017033137,0,0,0.027107756585357547,Q,Miss,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,2,male,0.36512852276246516,2,0,0.2951733494850044,S,Mr,3,0,1,4,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.48900588417466706,1,1,0.06224744104785807,Q,Mr,3,0,3,2,0,1,0,0,1,1,0,0,1,0,0,0
0,2,male,0.3496438525859399,0,0,0.052207531201429354,S,Mr,1,1,1,2,1,0,1,0,0,0,0,1,1,0,0,0
0,1,male,0.8916073087643234,0,2,0.4549083151416854,C,Mr,3,0,4,4,1,0,0,1,0,0,1,0,1,0,0,0
1,1,male,0.7677299473521214,2,0,0.5367335803900795,S,rare,3,0,4,4,1,0,1,0,0,0,1,0,0,0,0,1
0,3,male,0.612883245586869,0,0,0.029015339456179005,C,Mr,1,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0
0,1,male,0.7212759368225456,0,0,0.10275847727819797,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.550944564880768,0,0,0.030102862490744165,S,Mr,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.3031898420563642,1,0,0.031826514213179044,S,Mr,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.48900588417466706,2,0,0.2951733494850044,S,Mr,3,0,3,4,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.031224119622393326,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.6593372561164447,0,0,0.03232850970550048,S,Mr,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.612883245586869,1,1,0.15662259360428807,S,Mr,3,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0
0,1,male,0.47352121399814184,1,0,0.20883012480571742,S,Mr,2,0,3,4,1,0,1,0,0,0,1,0,1,0,0,0
1,2,male,0.47352121399814184,0,0,0.052207531201429354,S,Mr,1,1,3,2,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.2722205017033137,0,0,0.031224119622393326,S,Mr,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.37287085785072777,0,0,0.03232850970550048,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
1,3,female,0.2722205017033137,0,0,0.039523912294239016,S,Miss,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
0,3,female,0.6593372561164447,1,6,0.1883487087190028,S,Mr,8,0,4,4,0,1,1,0,0,1,0,0,1,0,0,0
1,1,male,0.550944564880768,0,1,1.0,C,Mr,2,0,3,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,female,0.32641684732115206,0,0,0.03267990655012549,Q,Miss,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
1,1,male,0.41158253329204086,0,0,0.30814170023543946,C,Mr,1,1,2,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.3031898420563642,0,0,0.03704726733332198,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.21028182099721276,5,2,0.1883487087190028,S,Mr,8,0,0,4,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.9225766491173738,1,1,0.15662259360428807,S,Mr,3,0,4,3,1,0,1,0,0,0,0,1,1,0,0,0
0,2,male,0.3806131929389904,1,2,0.16698056779465165,C,Mr,4,0,1,4,1,0,0,1,0,0,0,1,1,0,0,0
0,3,male,0.21028182099721276,4,1,0.15938356881205595,S,Mr,6,0,0,3,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.28770517187983896,0,0,0.0408455660264229,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.2722205017033137,0,0,0.03130765167231561,S,Mr,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.225766491173738,0,1,0.848723778867852,S,Miss,2,0,0,4,0,1,1,0,0,0,1,0,0,1,0,0
1,1,male,0.47352121399814184,1,0,0.22890994449857485,S,Mr,2,0,3,4,1,0,1,0,0,0,1,0,1,0,0,0
1,3,female,0.05543511923196036,0,1,0.053880983374632097,C,Miss,2,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0
0,1,male,0.9225766491173738,0,0,0.10662384256907302,S,rare,1,1,4,3,1,0,1,0,0,0,1,0,0,0,0,1
0,2,male,0.7986992877051718,0,0,0.054215513170715095,S,Mr,1,1,4,2,1,0,1,0,0,0,0,1,1,0,0,0
1,3,female,0.32641684732115206,0,0,0.031056653926154892,Q,Miss,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,1,male,0.7522452771755962,1,1,0.44530333418980395,C,Mr,3,0,4,4,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.6438525859399195,0,0,0.03072212413007189,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.2722205017033137,1,0,0.9137321951234779,C,Mr,2,0,0,4,0,1,0,1,0,0,1,0,1,0,0,0
1,1,male,0.5354598947042428,0,0,0.10556965203519801,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,female,0.2722205017033137,0,1,0.05804754596090001,C,Miss,2,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0
0,3,male,0.3806131929389904,0,0,0.031090388023238894,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
0,3,male,0.39609786311551565,1,0,0.031542183966328186,S,Mr,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.5973985754103438,0,0,0.10441506240285871,S,Mr,1,1,3,3,1,0,1,0,0,0,0,1,1,0,0,0
1,2,female,0.6903065964694952,0,0,0.054215513170715095,S,Mr,1,1,4,2,0,1,1,0,0,0,0,1,1,0,0,0
1,1,male,0.6438525859399195,0,0,0.10556965203519801,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
1,1,female,0.33415918240941467,0,0,0.6086193348905091,S,Miss,1,1,1,4,0,1,1,0,0,0,1,0,0,1,0,0
1,1,female,0.36512852276246516,0,0,0.19880708200783068,C,Mr,1,1,1,4,0,1,0,1,0,0,1,0,1,0,0,0
0,1,male,0.612883245586869,0,0,0.10662384256907302,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
1,1,male,0.7367606069990709,1,0,0.20883012480571742,S,Mr,2,0,4,4,1,0,1,0,0,0,1,0,1,0,0,0
